profile,post,comment
mrs_macarons,/p/CjwmyiNJay3/,Deve ta forte pra caramba
mrs_macarons,/p/CjwmyiNJay3/,ㅎㅎㅎ 👏👏👏보통 하뚜 ㅎㅎㅎ 1.2.3이라니요 ㅎㅎㅎㅎ
mrs_macarons,/p/CjwmyiNJay3/,아마도 완전 크리미한거품이 아니시면 힘드실꺼예요 ㅠㅠ 프레스기로 우유거품만들어 도전해보세요!! 기포가 없어야잘되거든요^^ 힘내세요😍😍
mrs_macarons,/p/CjwmyiNJay3/,와~~~~기계..안사는걸로….. ㅋㅋ 보는걸로 만족 ㅋㅋㅋㅋ
mrs_macarons,/p/CjwmyiNJay3/,여사님 음악이랑 영상이랑……. 끝까지 살아남는1 까지 … 중독성 있네요 ❤️
mrs_macarons,/p/CjwmyiNJay3/,라떼한 잔 찐하게 마시고 싶네요~~
mrs_macarons,/p/CjwmyiNJay3/,역쉬 요리는 물론이지만 도구 대마왕이시네요~~
mrs_macarons,/p/CjwmyiNJay3/,기본적으로 커피를 좋아하시는군요~😊 후딱!다 마셔버렸네요 ㅎㅎ1자 라고 하셔서 진짜 그 숫자 1을 쓰셨다는건가..? 하면서 끝까지 봤는데 ㅋㅋㅋㅋㅋ 마지막에 저도모르게 입가에 미소가 ㅎㅎㅎㅎ
mrs_macarons,/p/CjwmyiNJay3/,ㅋㅋㅋ 항상 느끼는거지만 터프하세요ㅋㅋㅋ가끔은 웃음까지 나올때가 있더라고요ㅎㅎ
mrs_macarons,/p/CjwmyiNJay3/,비범한 숫자 1!!!! 여사님 화이팅!! ㅋㅋㅋㅋㅋㅋㅋ 👏🏻👏🏻👏🏻😍
mrs_macarons,/p/CjwmyiNJay3/,곧 아주예쁘고 스팀짱짱한 에쏘머신을 들이실거라는 생각이들어요..ㅋㅋㅋ
mrs_macarons,/p/CjwmyiNJay3/,이젠 커피까지… 섭렵하셨군요..??! 마카롱 여사님 짱쩔..!..!!.!.👏👏👏🙌🙌🙌
mrs_macarons,/p/CjwmyiNJay3/,Tanto cosa para eso 😂😂😂😂
mrs_macarons,/p/CjwmyiNJay3/,ㅋㅋㅋ 숨죽이며 직켜봣숨니당
mrs_macarons,/p/CjwmyiNJay3/,@yommmm_jane 와 수제 에스프레소임 완전 신기
mrs_macarons,/p/CjwmyiNJay3/,Hello. What espresso machine do you use? 🤎🖤
mrs_macarons,/p/CjwmyiNJay3/,커피 퍽. 짱인데요!! 😍😍
mrs_macarons,/p/CjwmyiNJay3/,Alto viaje!😨
mrs_macarons,/p/CjwmyiNJay3/,우유거품기 제품 뭔지 알수 있을까요?
mrs_macarons,/p/CjwmyiNJay3/,우와 1자대박👏👏👏🤣 빵터짐요
mrs_macarons,/p/CjwmyiNJay3/,플레어도 있으시다니 ㅎㅎ 저도 수동 사용하는데 ~ 화이팅입니당 ㅎ
mrs_macarons,/p/CjwmyiNJay3/,우와.. 커피도 이르케 맛있게...
mrs_macarons,/p/CjwmyiNJay3/,항상 그렇듯...넋을 놓고 봤어요😍
mrs_macarons,/p/CjwmyiNJay3/,ㅋㅋ다음엔 온 맘과 정성을 담은ㅎ 하뚜로❤️ 감히 부탁드리겠습니당ㅋㅋ 😂
mrs_macarons,/p/CjwmyiNJay3/,커피먹고싶어지는영상이에요 ㅎㅎㅎ
mrs_macarons,/p/CjwmyiNJay3/,영상 어떤 카메라로 찍으시는거에요?너무 색감이 좋아요~❤️
mrs_macarons,/p/CjwmyiNJay3/,언니~~~ 영상보면 커피 못 마시는 저도 요건 한잔 마시고파져유~~~😍😍
mrs_macarons,/p/CjwmyiNJay3/,뭐든지 척척 마법의 🙌👏👏👏👏
mrs_macarons,/p/CjwmyiNJay3/,ㅎㅎㅎㅎㅎ 일자 아트. 👏
mrs_macarons,/p/CjwmyiNJay3/,Wow
mrs_macarons,/p/CjwmyiNJay3/,에스프레소머신은 어떤건가요? 완전 수동이넹ㅅ😍😍😍😍 넘 멋져요..저도 라떼아트 연슺중이에요
mrs_macarons,/p/CjwmyiNJay3/,엇 커피 가루 쓸어낸 브러쉬는 몰까요😮😮
mrs_macarons,/p/CjwmyiNJay3/,일자 아트도 멋있어요👍👍💕 영상 한순간도 안 놓치고 넋 놓고 봤잖아요☺️
mrs_macarons,/p/CjwmyiNJay3/,한일 그리신 거 잖아요~~한국인의 라떼아트😉
mrs_macarons,/p/CjwmyiNJay3/,마성의 편집입니다..👏😍 당장 에스프레소가 마시고 싶어집니다!!
mrs_macarons,/p/CjwmyiNJay3/,어머♡ 에스프레소 좋아하는데 저런게 있네요? 넘 귀엽네용
mrs_macarons,/p/CjwmyiNJay3/,1차가 아님 ㅋㅋㅋ 1자 ㅋㅋㅋ 😂 출근하다가 뿜었어요 즐겁게 근무시작합니다 ❤️❤️
mrs_macarons,/p/CjwmyiNJay3/,ㅎㅎ 귀요미 마여사님 화이팅요~^^
mrs_macarons,/p/CjwmyiNJay3/,ㅋㅋㅋㅋㅋㅋ 오늘도 유쾌한 영상 감사합니다❤️
mrs_macarons,/p/CjwmyiNJay3/,여사님이 하는건 다 좋아보여요😍
mrs_macarons,/p/CjwmyiNJay3/,"1자, ㅋㅋㅋ 👏👏👏 대박 아트입니다❤️"
mrs_macarons,/p/CjwmyiNJay3/,ㅋㅋㅋㅋ응원합니다!!!자꾸 저두 아트가😂😂😂😂😂😂
mrs_macarons,/p/CjwmyiNJay3/,전 일자도 잘 안되던데요😂 영상 보며 오늘도 힐링합니다😍❤️❤️❤️
mrs_macarons,/p/CjwmyiNJay3/,Beautiful ❤️
mrs_macarons,/p/CjwmyiNJay3/,꼭 성공하시리라 믿습니다🤭😆
mrs_macarons,/p/CjwmyiNJay3/,거품이 쫀쫀한것이 아주 맛나보이네요..
mrs_macarons,/p/CjwmyiNJay3/,화이팅하세요 ~^^
mrs_macarons,/p/CjwmyiNJay3/,😍😍😍😍😍
mrs_macarons,/p/CjwmyiNJay3/,여사님 빵터졌네요 역쉬😍😍😍👍👍
mrs_macarons,/p/CjwmyiNJay3/,ㅎㅎㅎㅎㅎ 아 너무 귀여우세요😍
mrs_macarons,/p/CjwmyiNJay3/,그냥..너무 멋있으세요!😍
mrs_macarons,/p/CjwmyiNJay3/,마여사님~ 왜케 귀여우신가요~ 😍
mrs_macarons,/p/CjwmyiNJay3/,아트 기대했는데...😂😂
mrs_macarons,/p/CjwmyiNJay3/,인간미가 느껴지는 영상이예요❤️
mrs_macarons,/p/CjwmyiNJay3/,너무 멋져요!!!!!!❤️❤️
mrs_macarons,/p/CjwmyiNJay3/,저도 1자 해보께요  ㅎ 웃음나요 😍
mrs_macarons,/p/CjwmyiNJay3/,빠져 들어요
mrs_macarons,/p/CjwmyiNJay3/,@thesocialfood coffee noise ❤️
mrs_macarons,/p/CjwmyiNJay3/,Amazing 😍😍😍
mrs_macarons,/p/CjwmyiNJay3/,영상이 너무 멋져용
mrs_macarons,/p/CjwmyiNJay3/,와우😍
mrs_macarons,/p/CjwmyiNJay3/,😍
mrs_macarons,/p/CjwmyiNJay3/,👏👏👏👏❤️❤️❤️❤️
mrs_macarons,/p/CjwmyiNJay3/,여사님 ❤️❤️
mrs_macarons,/p/CjwmyiNJay3/,너무 귀여우셔요😍
mrs_macarons,/p/CjwmyiNJay3/,응원합니다 😊👏
mrs_macarons,/p/CjwmyiNJay3/,@pittkamarudin @ainyousofunny
mrs_macarons,/p/CjwmyiNJay3/,@s99wing
mrs_macarons,/p/CjwmyiNJay3/,@raerae_h
mrs_macarons,/p/CjtqpSkNbYI/,우아 그채칼은 어디서 구입이 가능할까요?
mrs_macarons,/p/CjtqpSkNbYI/,보기만해도 청량하네요.사방팔방기대했어요🤣🤣
mrs_macarons,/p/CjtqpSkNbYI/,슬라이스 기계 정보 알고 싶어요! ㅎㅎ
mrs_macarons,/p/CjtqpSkNbYI/,Is that bitter? Because orange slice sometimes add bitter taste
mrs_macarons,/p/CjtqpSkNbYI/,청귤청담아 일주일 실온보관인가요? 냉장보관인가요? 그리고 과육을 걸러내는 이유가 깨끗해보이기위해서죠?? 그냥 먹어도 상관없는거죠~??^^ 아까비서 ㅎㅎ
mrs_macarons,/p/CjtqpSkNbYI/,요새 청귤청 넘 땡겨용 👏👏😍
mrs_macarons,/p/CjtqpSkNbYI/,청귤은 어디서 구매하셨어요?
mrs_macarons,/p/CjtqpSkNbYI/,청귤 처음에 나올때 담았는데 저는 왜 색이 저렇게 이뿌지않고 좀 어둡게 나오던데 ㅠㅠ 탄산수에 먹음 맛있긴한데 색이 안이뻐요~~^^
mrs_macarons,/p/CjtqpSkNbYI/,즙낸거그냥마시고싶어요~😢
mrs_macarons,/p/CjtqpSkNbYI/,마요사님 쵝오!!👏👏 단거 싫어하는데 이거보니 일을 벌리고 싶네요! 정말 맛나보여요!!
mrs_macarons,/p/CjtqpSkNbYI/,구입시기를 놓쳐서 청귤 구매처 알수있을까요?
mrs_macarons,/p/CjtqpSkNbYI/,보는내내  입안에  침이  고이네요 ㅋㅋ
mrs_macarons,/p/CjtqpSkNbYI/,"마카롱여사님, 설탕 청귤 1:1 이라 하시면 전체 수량일까요? 아님 슬라이스 한 귤 갯수만큼만 일까요?😢"
mrs_macarons,/p/CjtqpSkNbYI/,스퀴져? 구입가능한 제품일까용??
mrs_macarons,/p/CjtqpSkNbYI/,청귤씻을때 쓰신 그릇 구입처있을까요? 전에 파김치담을때도 예뻐서 구입하고싶더라구요
mrs_macarons,/p/CjtqpSkNbYI/,설탕양...착즙에도 1대1  동량인가요?
mrs_macarons,/p/CjtqpSkNbYI/,청귤 구입처 좀 알 수 있을까요??
mrs_macarons,/p/CjtqpSkNbYI/,금나라와라 뚝딱! 은나와라 뚝딱! 마술 손ㅋㅋ 😂👍 마요님 즐거운 주말 보내세여💃🎶
mrs_macarons,/p/CjtqpSkNbYI/,제가 마시는것 처럼 청량감이 느껴지네요👏👏
mrs_macarons,/p/CjtqpSkNbYI/,채칼 정보 알 수 있을까요??😍❤️
mrs_macarons,/p/CjtqpSkNbYI/,탄산수 정보 알 수있을까용?
mrs_macarons,/p/CjtqpSkNbYI/,아직 청귤이 나오나요?
mrs_macarons,/p/CjtqpSkNbYI/,에소프레소수동머신 어디서 구입할수있을까요?
mrs_macarons,/p/CjtqpSkNbYI/,채칼  정보  부탁드려요
mrs_macarons,/p/CjtqpSkNbYI/,소리까지 맛있는 마카롱여사님 레시피 👏👏👏 설탕 청귤 1:1은 처음 청귤무게로 하면 될까요?
mrs_macarons,/p/CjtqpSkNbYI/,채칼 구매하고싶은데 알려주셔요
mrs_macarons,/p/CjtqpSkNbYI/,채칼정보부탁드려요
mrs_macarons,/p/CjtqpSkNbYI/,채칼 정보 주세요
mrs_macarons,/p/CjtqpSkNbYI/,맜있어  보여요
mrs_macarons,/p/CjtqpSkNbYI/,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️👏👏👏👏👏👏🍋🍋🍋
mrs_macarons,/p/CjtqpSkNbYI/,채칼정보 알고싶어요~
mrs_macarons,/p/CjtqpSkNbYI/,@hyon_k_ @wooj_96 @yook.sso  예습!
mrs_macarons,/p/CjtqpSkNbYI/,채칼 정보 부탁드립니다.맛있게 드세요
mrs_macarons,/p/CjtqpSkNbYI/,😋😋😋😋
mrs_macarons,/p/CjtqpSkNbYI/,😍😍😍😍
mrs_macarons,/p/CjtqpSkNbYI/,❤️
mrs_macarons,/p/CjtqpSkNbYI/,🧡🌿👌🏻✔️
mrs_macarons,/p/CjtqpSkNbYI/,@shiroiboii @reisandy_prm 😢😢
mrs_macarons,/p/CjtqpSkNbYI/,요! 탐나는 우드착즙기도 손수 만드신거죠?😍
mrs_macarons,/p/CjtqpSkNbYI/,@dklove_sm 언니 ㅋㅋㅋ 즙 짜 넣는거도 방법인듯요😍
mrs_macarons,/p/Cjl6c_KMBX_/,찜솥 어디제품 인가요?
mrs_macarons,/p/Cjl6c_KMBX_/,밤찌고나면 스텐냄비 얼룩지던데 어떻게 관리하세요?
mrs_macarons,/p/Cjl6c_KMBX_/,밤 자르는 칼 어디서 구매할수 있나요
mrs_macarons,/p/Cjl6c_KMBX_/,우유 안데워도 되나요?
mrs_macarons,/p/Cjl6c_KMBX_/,냄비뚜껑정보도 알려주심 감사🙏
mrs_macarons,/p/Cjl6c_KMBX_/,밤을 꼭 불려야하는건가요?? 불리지않고 그냥 삶으면 머가 틀리는건지요??
mrs_macarons,/p/Cjl6c_KMBX_/,안녕하세요 냄비 정보 알 수 있을까요?? 😍
mrs_macarons,/p/Cjl6c_KMBX_/,꿀 대신 메이플시럽 한 번 넣어 보세요^^
mrs_macarons,/p/Cjl6c_KMBX_/,냄비정보도 궁금해요~😍 스텐세척은 뭘로 하세요? 늘 너무 깨끗하셔….😮
mrs_macarons,/p/Cjl6c_KMBX_/,저는 가을만 되면 간식으로 밤을 달고 삽니다ㅋㅋ 뭐.. 먹는 의미가ㅎ 맛과 영양때문이긴 하지만 예전부터 아무리 먹어도 살이 안쪄시ㅎ 살 좀 포동~포동~ 오르라고 먹은건데..ㅎ😂 올해는 비가 많이 와서 그런지 밤맛이 작년 보다 덜해요ㅜ ( 참고로 잔득사서ㅋㅋ 냥동실에 쟁여놓고 겨울까지 먹습니다) 요즘에 아주그냥 삶아 까놓고 과자처럼 주워 먹고 있습니다ㅋㅋㅋㅋㅋ🤦‍♀️ ( 아무튼 이렇게도 먹어봐야 겠네요🙆‍♀️) 아앗!! 임신하니까 살이 좀 찌긴 쪘는데ㅎ저희 집 여자들은 임신중에도 살이 많이 안 찌지는 체질이라.. ㅎㅎ🤦‍♀️ 마요님 오늘도 소중한 영상 감사합니당 ❤️
mrs_macarons,/p/Cjl6c_KMBX_/,마여사님! 저번에 감자 찌는 거 보고 엄청 맛있게 따라해먹었었는데(아빠가 찐감자 품종으로 사온거냐고 물어볼정도) 밤 맛있게 찌는 방법도 있을까요?? 집에 밤나무가 있어 매년 처리 불가입니다😢😢
mrs_macarons,/p/Cjl6c_KMBX_/,이거 보니 작년에 했던 보늬밤이 생가나네요. 혹시 보늬밤에 우유넣어 갈아마시면 비슷한맛이 날까요?
mrs_macarons,/p/Cjl6c_KMBX_/,What are those nuts called?
mrs_macarons,/p/Cjl6c_KMBX_/,마카롱님 보니밤 레시피도 있으신가요?
mrs_macarons,/p/Cjl6c_KMBX_/,삶은 밤 냉장보관한걸로 했는데 밤이 맛이없는건지 냉장밤 전자렌지 돌려도 맛이없더라구용 ㅠㅠ 살릴방법 있을까영?
mrs_macarons,/p/Cjl6c_KMBX_/,밤 불릴때 쓰신 유기 그릇인가요? 정보 궁금해요~ㅎ
mrs_macarons,/p/Cjl6c_KMBX_/,죠기 그 미니칼이 한수네요ㅎ구매처~???ㅎㅎ👏
mrs_macarons,/p/Cjl6c_KMBX_/,시골에 계신 부모님께서 밤을 많이 보내셔서 곤란했는데 저도 따라해 볼께요~^^
mrs_macarons,/p/Cjl6c_KMBX_/,와 두근두근 이게 이렇게 설레일 일인가
mrs_macarons,/p/Cjl6c_KMBX_/,.ㅈ.
mrs_macarons,/p/Cjl6c_KMBX_/,영상 잘 봤습니다 찜기 정보 부탁 드려봐요^^
mrs_macarons,/p/Cjl6c_KMBX_/,저 방금만들어 먹었는데 정말맛있네요!!😍😍😍
mrs_macarons,/p/Cjl6c_KMBX_/,여사님 동그란 건지개 어디꺼에요?😍
mrs_macarons,/p/Cjl6c_KMBX_/,에스프레소 를 따르면 밤라테 커피?
mrs_macarons,/p/Cjl6c_KMBX_/,밤은  쪄서 계란처럼 찬물에 담궈두면 잘 까지더라구용~밤라떼 맛나겠어요❤️
mrs_macarons,/p/Cjl6c_KMBX_/,밤 삶은 직후 얼음물에 담궜다 건져서 껍질을 까면 율피가 떠서 잘 까져요~^^
mrs_macarons,/p/Cjl6c_KMBX_/,❤️😍 밤라떼 사먹기만 했는데 밤 주문해서 저도 만들어 봐야 겠어요
mrs_macarons,/p/Cjl6c_KMBX_/,밤라떼 저도 도전해봐야겠어요.
mrs_macarons,/p/Cjl6c_KMBX_/,밤씻을때쓴 유기그릇? 정보알려주세요 ㅎㅎ
mrs_macarons,/p/Cjl6c_KMBX_/,밤찌는 기술 배웠어요 오늘도^^
mrs_macarons,/p/Cjl6c_KMBX_/,@choi_414 ㄱㄱ??🙄
mrs_macarons,/p/Cjl6c_KMBX_/,꿀은 무슨 꿀 넣어야하나요???
mrs_macarons,/p/Cjl6c_KMBX_/,아침라떼도해주세요!!
mrs_macarons,/p/Cjl6c_KMBX_/,카롱여사님 밤이 이뻐서 못먹겠습니다 🌰
mrs_macarons,/p/Cjl6c_KMBX_/,@rwissu318 애미야 ㅋㅋㅋ 트라이앵글 밤칼도 있었단다ㅜㅜ ㅋㅋㅋ 엄청 힘들게 깠지… 그나저나 저 나무뚜껑 탐나네 ㅋㅋ
mrs_macarons,/p/Cjl6c_KMBX_/,저도 오늘 밤에 한 잔 따뜻하게 만들어 먹어야겠어요.
mrs_macarons,/p/Cjl6c_KMBX_/,ㅋ0
mrs_macarons,/p/Cjl6c_KMBX_/,덕분에 맛난 라떼 먹고있어요바밤바 맛도나는데 좀더 고급진맛이네요 ㅎㅎㅎ
mrs_macarons,/p/Cjl6c_KMBX_/,👌😍
mrs_macarons,/p/Cjl6c_KMBX_/,저희집도 요즘 매일매일 밤라떼 마셔요😂😂
mrs_macarons,/p/Cjl6c_KMBX_/,완전맛있겠ㄷㅏ아~~~♥♥♥❤️❤️❤️❤️❤️밤은 힘들어서 주로 밤고구마라떼 해먹어요😍😍😍
mrs_macarons,/p/Cjl6c_KMBX_/,@happyun0330 언니 저는 밤라떼 고고해야겠어요! ㅋㅋ
mrs_macarons,/p/Cjl6c_KMBX_/,@jun880216 자기야 주말에 이거 해먹어보자
mrs_macarons,/p/Cjl6c_KMBX_/,맛밤사서 해봐야겠어요ㅎㅎ
mrs_macarons,/p/Cjl6c_KMBX_/,@juheeno1 @zyxduboo 밤 따온걸로 이거 해먹어볼껄 ㅋㅋㅋ 그냥 먹어도 느무 맛나긴 했지만
mrs_macarons,/p/Cjl6c_KMBX_/,@maengyeon.lee 밤 사다줄까? ㅋㅋㅋ
mrs_macarons,/p/Cjl6c_KMBX_/,👍🏻
mrs_macarons,/p/Cjl6c_KMBX_/,@ejpark777 온니 밤라떼 해묵짜 🌰🥛
mrs_macarons,/p/Cjl6c_KMBX_/,@hee__doo 도시락싸면서이거만들어줘
mrs_macarons,/p/Cjl6c_KMBX_/,@wisdom_8026 오늘 내가 마신건 밤‘부’라떼지만 ㅋㅋㅋ
mrs_macarons,/p/Cjl6c_KMBX_/,오우..완전 맛있어요!👍🏻👍🏻
mrs_macarons,/p/Cjl6c_KMBX_/,@sukyung_n 맛있겠다
mrs_macarons,/p/Cjl6c_KMBX_/,@hzziwoo @hong2_hm
mrs_macarons,/p/Cjl6c_KMBX_/,@_hanjun__ 공주해줘
mrs_macarons,/p/Cjl6c_KMBX_/,👏
mrs_macarons,/p/Cjl6c_KMBX_/,@ollaze1
mrs_macarons,/p/Cjl6c_KMBX_/,@seon_.min
mrs_macarons,/p/Cjl6c_KMBX_/,@dnrl73 😍
mrs_macarons,/p/CjfJHH9uSDv/,음식 좋아하던 고둘이? 고삼이?? 는 잘 지내나요??? 요청 음식 스토리도 좋았는데요...
mrs_macarons,/p/CjfJHH9uSDv/,커피기계궁금해요
mrs_macarons,/p/CjfJHH9uSDv/,엑스트라버진올리브유로 만들어도 되나요?
mrs_macarons,/p/CjfJHH9uSDv/,저는 오일 파스타 하면 조금 겉도는 느낌인데 면에 소스를 흡수 시키는건 젓가락으로 계속 뒤적이는게 핵심일까요? 🥹
mrs_macarons,/p/CjfJHH9uSDv/,지금 해봤는데 너무너무 맛있어요 👏👏
mrs_macarons,/p/CjfJHH9uSDv/,요즘 많이 바쁘세요? 영상 많이 올려주세용
mrs_macarons,/p/CjfJHH9uSDv/,"참치액 대신에 치킨스톡 넣어도 비슷할까요,"
mrs_macarons,/p/CjfJHH9uSDv/,엇! 스텡 팬도 쓰시네요! 어디껀지 여쭤봐두 될런지요~~~
mrs_macarons,/p/CjfJHH9uSDv/,오일파스타만 있는줄 알았는데 보너스같은 에스프레소 영상 ㅎㅎ 에어로프레스와 비슷한 느낌인데여 😍😍
mrs_macarons,/p/CjfJHH9uSDv/,마요사님! 항상 잘 보고 있습니다 버터를 넣었을 때 느끼해지지 않나요?
mrs_macarons,/p/CjfJHH9uSDv/,❤️❤️❤️❤️❤️❤️❤️❤️❤️
mrs_macarons,/p/CjfJHH9uSDv/,마요사님 파슬리는 어디서 사셔요? 마트에선 건조파슬리만 팔더라구요 ㅠㅠ 마요사님 밭에서 기르시는걸까요? 😍😍😍
mrs_macarons,/p/CjfJHH9uSDv/,근데.. 저 이거 해 먹었다가 완전 인생 파스타 됐어요😍 초딩2학년 아들이랑 저랑 띠용해서 오늘저녁도 오일파스타입니다♥️너무 감격스러워서 댓글 남기구 가용🥹♥️♥️
mrs_macarons,/p/CjfJHH9uSDv/,알료올료 넘 좋아하는데 꼭 해먹어야겠슴당 ㅎㅎㅎ 젓가락으로 하는게 핵심인가봐요~~~
mrs_macarons,/p/CjfJHH9uSDv/,오일파스타 맨날 실패하는데 꼭 한번 다시 도전해봐야겠ㅂ니다👍🏻👍🏻
mrs_macarons,/p/CjfJHH9uSDv/,항상 보면서 궁금한 칼. 어디서 구매할수 있어요? 왠지 사용하시는 칼 사용하면 저도 요리 잘할수 있을듯 해서요
mrs_macarons,/p/CjfJHH9uSDv/,마요사님~ 칼 정보 알수있을까요?
mrs_macarons,/p/CjfJHH9uSDv/,그렇게 찾던 이태리파슬리가 요즘이 되어서야 컬리에 팔던데...또 품절 되겠어요ㅋㅋㅋ
mrs_macarons,/p/CjfJHH9uSDv/,"스푼에 돌돌 말아서 먹는 방법은 아이들을 위한 것이래요, :)"
mrs_macarons,/p/CjfJHH9uSDv/,방금 맹글어 먹었습니다💙알리올리오파스타 귀신이 울고갑니다 감칠맛 폭팔💙
mrs_macarons,/p/CjfJHH9uSDv/,맛있겠다ㅜㅜ😍 (근데 마요님!! 이거 1인분 줄 알았어욬ㅋㅋㅋㅋㅋㅋㅋ) 😂
mrs_macarons,/p/CjfJHH9uSDv/,소리 너무 듣기좋아요 저 눈감고 소리만 들을때도있어요ㅋㅋㅋ 저만그런가요ㅋㅋ
mrs_macarons,/p/CjfJHH9uSDv/,명란크림파스타도 맛나게 보여주세요~~^^
mrs_macarons,/p/CjfJHH9uSDv/,저의 비장의 맛이었는데 마요사님도 요방법으로 하신다니!!
mrs_macarons,/p/CjfJHH9uSDv/,여사님~!1t가 몇미리정도에요?
mrs_macarons,/p/CjfJHH9uSDv/,😮
mrs_macarons,/p/CjfJHH9uSDv/,에스프레소잔 궁금해요~~
mrs_macarons,/p/CjfJHH9uSDv/,"내일 점심 메뉴로 당첨!!! 오일 파스타 좋아하는데, 버터라니! 생각도 못했어요! 😍"
mrs_macarons,/p/CjfJHH9uSDv/,빛의 속도 칼질😢 날씨 추워지는데  손목 조심하시길~~~🔥🔥🔥
mrs_macarons,/p/CjfJHH9uSDv/,@itissoyoung 공란하네 이거 해 먹을건뎅 장국이 없다니
mrs_macarons,/p/CjfJHH9uSDv/,❤️❤️❤️ 여윽시 맛이 상상되는
mrs_macarons,/p/CjfJHH9uSDv/,보자마자 바로 했어요 해장용이예요 아주 쵝오 ㅋ
mrs_macarons,/p/CjfJHH9uSDv/,정말 맛있게 잘 먹었습니다👏👏👏👏
mrs_macarons,/p/CjfJHH9uSDv/,😍😍😍😍😍😍😍😍😍
mrs_macarons,/p/CjfJHH9uSDv/,내일 해먹어야겠어요💗
mrs_macarons,/p/CjfJHH9uSDv/,늠늠 맛있네요. 레서피 박제합니다❤️❤️❤️
mrs_macarons,/p/CjfJHH9uSDv/,좋은 영상감사합니다 스텐팬 어디꺼인지 알 수 있을가요? 맘에 넘 들어요~
mrs_macarons,/p/CjfJHH9uSDv/,좋은 영상감사합니다 스텐팬 어디꺼인지 알 수 있을가요? 맘에 넘 들어요~
mrs_macarons,/p/CjfJHH9uSDv/,치킨 스톡도 킥이에요~^^
mrs_macarons,/p/CjfJHH9uSDv/,냄비와 후라이펜 어디껀지 넘 궁금하네요. 오일 🍝 넘 맛있겠어요 🤗😙
mrs_macarons,/p/CjfJHH9uSDv/,음악제목 부탁드려요.
mrs_macarons,/p/CjfJHH9uSDv/,@rryjeon 전파파전
mrs_macarons,/p/CjfJHH9uSDv/,@chris_wj_kim
mrs_macarons,/p/CjfJHH9uSDv/,@__woogiwoogi__
mrs_macarons,/p/CjfJHH9uSDv/,😍😍😍😍😍
mrs_macarons,/p/CjfJHH9uSDv/,꼭 요렇게 만들어봐야겠어요💜💜
mrs_macarons,/p/CjfJHH9uSDv/,🔥
mrs_macarons,/p/CjfJHH9uSDv/,@seongbin.sin 크크 해주께
mrs_macarons,/p/CjfJHH9uSDv/,@one_8.3
mrs_macarons,/p/CjfJHH9uSDv/,저..오늘 해볼래요🔥
mrs_macarons,/p/CjfJHH9uSDv/,@youzenekang
mrs_macarons,/p/CjfJHH9uSDv/,@manse_gym
mrs_macarons,/p/CjfJHH9uSDv/,@kimhwwwwwww 👏
mrs_macarons,/p/CjfJHH9uSDv/,@wan_uk_
mrs_macarons,/p/CjWcIfmspjp/,마카롱님 ~콩나물 씻으신 용기는 놋그릇인가요?  구매처 여쭤봐도 될까요😍
mrs_macarons,/p/CjWcIfmspjp/,불세기는 중불 정도일까요??
mrs_macarons,/p/CjWcIfmspjp/,와! 충청도는 거의 볶아 먹는다고 들었어요. 저희집은 처음엔 기름에만 볶다가 소금 넣어요. 그래야 수분이 빠지지 않아서 물도 덜 생기고 아삭하더라구요. 가끔은 볶다가 들깨가루 넣기도 하구요. 고추가루 넣어도 맛있어요~
mrs_macarons,/p/CjWcIfmspjp/,참치액젓 넣어도될까요?
mrs_macarons,/p/CjWcIfmspjp/,항상 볶아서만 먹는데…상할염려도 없고 진짜 맛있어요. 소금. 마늘. 고추가루만 들어가도 짱인데…맛간장에 꽃게액젓이면 뭐…게임끝이겠는데요??^^ 저는 기름을 좀 넉넉히..ㅠ 왜 그게 맛있는지 모르겠어요 ㅠㅠㅠ
mrs_macarons,/p/CjWcIfmspjp/,전 데쳐 콩나물무침하듯 무쳐 팬에 기름두르고 볶아요 그럼.. 코소하니 아삭아삭 씹히는게  짭쪼름하니 . 밥도둑이죠  요런 방법도 있네요 함 해봐야겠어요
mrs_macarons,/p/CjWcIfmspjp/,집에서 요리를 잘 안해서 여사님 영상 따라 하려고 해도 없는 재료가 많아 늘 보기만 했는데 이번 요리는 재료들도 다 집에 있어요!! 오늘 퇴근하고 당장 해봐야겠어요! 감사합니다😍
mrs_macarons,/p/CjWcIfmspjp/,#nika shakarami
mrs_macarons,/p/CjWcIfmspjp/,냄비 정보좀 알려주세요~
mrs_macarons,/p/CjWcIfmspjp/,"오..콩나물 팍팍 무쳐만 봤지, 볶아보진 않았는데..이게 더 간단해 뵈네요.뚜껑을 여네마네.비린내 어쩌고 없이요😂😂"
mrs_macarons,/p/CjWcIfmspjp/,레시피엔 고춧가루가 없는데 동영상에는 고춧가루가 들어가네요.넣어주는게 맞는거줘?
mrs_macarons,/p/CjWcIfmspjp/,이거 너무 좋아하는반찬인데 어렵더라구요! 혹시 불세기는 강으로 하신건가요?!
mrs_macarons,/p/CjWcIfmspjp/,저런 대야? 양푼? 볼? 정보 좀 알 수 있을까요?
mrs_macarons,/p/CjWcIfmspjp/,요기에 단무지채 같이볶아도 좋아요.ㅎㅎ 어떤요리샘인지 기억은 안나지만 배워서 많이볶아먹었지요. ㅎㅎ 국물이 살짝 생기면 덮밥으로다가 응용
